age	marital	address	income	inccat	car	carcat	ed	employ	retire	empcat	gender	reside	wireless	multline	voice	pager	internet	callid	callwait	owntv	ownvcr	owncd	ownpda	ownpc	ownfax	news	response
39	1	8	26	2	13	1	4	15	0	3	m	6	0	0	0	0	0	1	0	1	1	1	0	0	0	1	1
58	0	33	12	1	6	1	4	32	1	3	f	1	1	1	1	1	1	0	0	1	1	1	0	1	0	0	1
38	1	13	128	4	65	3	2	9	0	2	m	3	1	1	0	0	1	1	1	1	1	1	0	1	0	0	1
36	1	2	79	4	39	3	3	7	0	2	f	2	1	0	0	0	0	1	0	1	1	1	0	0	0	1	1
52	1	12	289	4	72	3	3	29	0	3	f	2	0	1	0	1	0	1	0	1	1	1	0	0	0	0	1
38	1	1	36	2	18	2	2	7	0	2	f	3	0	0	1	0	0	0	1	1	1	1	0	0	0	1	1
45	0	10	62	3	32	3	3	23	0	3	m	1	1	1	0	0	0	0	0	1	1	1	0	1	1	1	1
65	1	31	26	2	13	1	3	5	0	2	m	2	1	1	1	0	1	1	1	1	1	1	1	0	0	0	1
55	1	19	64	3	32	3	4	22	0	3	m	6	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0
48	0	8	100	4	50	3	1	28	0	3	f	1	0	1	1	0	0	0	1	1	1	1	0	0	0	0	1
47	1	20	105	4	53	3	1	23	0	3	f	2	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1
39	1	17	101	4	51	3	3	13	0	2	m	4	0	1	1	0	1	0	0	1	1	1	0	1	0	1	1
48	1	5	86	4	44	3	1	29	0	3	f	2	0	0	1	0	0	0	0	1	1	1	0	0	0	1	1
30	0	1	48	2	24	2	2	10	0	2	m	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1
24	0	4	16	1	8	1	3	0	0	1	m	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1
25	1	3	26	2	13	1	4	0	0	1	f	4	0	1	0	0	1	0	0	1	1	1	0	0	0	0	1
43	1	14	54	3	28	2	4	7	0	2	m	4	1	1	0	0	0	1	1	1	1	1	0	0	1	1	1
34	1	1	78	4	40	3	3	8	0	2	f	4	0	0	0	0	1	0	0	1	1	1	0	1	0	1	1
24	1	2	17	1	8	1	2	4	0	1	m	4	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1
39	0	20	55	3	28	2	1	9	0	2	f	1	0	0	1	0	0	1	1	1	1	1	0	0	0	1	1
27	0	4	36	2	18	2	4	0	0	1	f	1	1	0	1	0	0	0	1	1	1	1	0	0	0	1	0
31	0	10	63	3	32	3	3	1	0	1	m	1	1	0	1	0	0	1	1	1	1	1	0	0	0	0	1
40	1	18	67	3	34	3	2	7	0	2	f	2	1	1	1	1	0	0	0	1	1	1	0	1	1	0	1
46	0	1	62	3	30	2	2	10	0	2	f	1	0	0	1	0	0	1	0	1	1	1	0	0	0	1	1
36	0	14	39	2	19	2	2	13	0	2	m	2	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1
54	1	28	53	3	26	2	2	9	0	2	m	3	0	0	0	0	0	1	1	1	1	1	0	0	0	1	1
34	0	4	43	2	22	2	2	2	0	1	m	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	1
54	1	11	61	3	30	2	4	3	0	1	m	2	1	1	1	0	0	1	0	1	1	1	0	1	0	0	1
40	0	3	54	3	27	2	2	17	0	3	m	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1
43	1	3	56	3	29	2	4	0	0	1	m	2	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1
36	1	3	78	4	40	3	5	0	0	1	f	2	0	1	1	0	1	1	0	1	1	1	0	1	0	1	1
32	1	5	20	1	10	1	1	1	0	1	f	4	1	0	0	1	0	0	1	1	1	1	0	0	1	1	1
64	1	4	15	1	8	1	1	1	1	1	m	2	0	0	0	0	0	1	0	1	1	0	0	0	0	1	1
51	1	6	78	4	39	3	2	29	0	3	m	2	1	0	1	1	8	1	1	1	1	1	1	1	0	1	1
34	1	3	45	2	22	2	2	7	0	2	m	4	0	0	0	0	0	1	0	1	1	1	0	0	0	1	1
52	0	26	279	4	78	3	4	28	0	3	m	4	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0
40	1	14	35	2	17	2	2	1	0	1	f	4	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1
41	0	15	37	2	19	2	4	0	0	1	m	1	1	1	0	0	0	1	0	1	1	1	0	0	0	0	1
71	1	33	318	4	82	3	1	43	0	3	m	2	0	1	0	0	0	0	1	1	1	1	1	0	0	0	1
42	1	14	126	4	63	3	5	9	0	2	m	4	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1
19	0	0	25	2	12	1	2	0	0	1	m	3	1	0	1	0	1	1	1	0	0	0	1	1	1	1	1
45	0	1	171	4	85	3	1	27	0	3	f	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1
53	1	6	56	3	28	2	2	11	0	2	m	2	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1
48	1	20	58	3	29	2	3	9	0	2	f	2	0	1	1	0	8	0	0	1	1	1	0	1	0	0	1
51	1	29	78	4	40	3	5	16	0	3	m	4	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1
57	0	21	120	4	58	3	2	29	0	3	m	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1
31	1	2	52	3	26	2	3	3	0	1	f	4	0	0	0	0	1	0	0	1	1	1	0	1	0	1	1
52	0	33	45	2	22	2	2	6	0	2	m	1	0	1	1	0	0	0	1	1	1	1	0	1	0	0	1
49	0	29	158	4	80	3	2	28	0	3	f	1	1	0	0	1	0	0	1	1	1	1	1	0	0	0	1
41	1	4	57	3	28	2	4	13	0	2	m	2	1	1	1	1	0	0	1	1	1	1	0	1	0	0	1
48	0	18	59	3	29	2	2	10	0	2	f	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1
18	0	0	12	1	6	1	2	0	0	1	f	3	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
31	0	9	49	2	24	2	2	13	0	2	m	1	0	1	1	1	0	1	0	1	1	1	0	0	0	0	0
30	0	3	71	3	35	3	2	5	0	2	m	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1
67	0	13	30	2	15	2	3	11	0	2	f	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0
31	1	10	34	2	16	2	3	7	0	2	m	5	0	1	1	0	0	0	0	1	1	1	0	1	0	1	1
47	0	4	46	2	23	2	3	11	0	2	f	3	0	0	1	0	0	1	0	1	1	1	0	1	0	1	0
25	1	1	34	2	17	2	2	4	0	1	m	4	0	1	0	0	1	0	0	1	1	1	0	1	0	0	1
40	1	14	28	2	14	1	4	8	0	2	f	5	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1
36	0	14	88	4	46	3	3	12	0	2	m	1	1	0	0	1	0	1	1	1	1	1	0	1	0	1	1
47	1	8	108	4	55	3	3	10	0	2	m	2	0	0	0	1	1	0	1	1	1	1	1	1	0	1	0
29	0	4	20	1	9	1	2	6	0	2	m	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1
46	0	8	45	2	23	2	5	17	0	3	m	3	1	0	1	0	1	0	1	1	1	1	0	1	1	1	1
53	1	24	125	4	64	3	2	7	0	2	f	2	0	1	0	0	0	1	1	1	1	1	0	0	0	0	1
30	1	6	36	2	18	2	2	4	0	1	m	3	0	0	0	0	0	1	0	1	1	1	0	0	0	0	1
50	1	0	270	4	81	3	4	21	0	3	m	2	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
46	1	18	47	2	23	2	4	10	0	2	m	2	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1
33	0	12	59	3	30	2	4	1	0	1	f	6	1	1	0	0	1	0	0	1	1	1	0	1	0	1	1
39	1	2	63	3	32	3	1	21	0	3	m	2	1	0	1	1	0	0	0	1	1	1	0	1	0	0	1
59	1	40	66	3	33	3	4	33	1	3	m	2	0	1	1	1	0	1	0	1	1	1	1	1	0	0	1
52	1	20	221	4	75	3	2	27	0	3	m	9	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
41	1	12	81	4	39	3	2	19	0	3	m	4	0	1	1	0	8	1	0	1	1	1	0	0	0	0	1
39	0	4	105	4	53	3	1	21	0	3	f	1	0	0	1	0	0	1	0	1	1	1	0	0	0	0	1
41	0	18	120	4	59	3	4	8	0	2	f	2	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
24	0	5	26	2	12	1	3	1	0	1	f	1	1	0	1	0	1	0	0	1	1	1	0	1	1	1	1
35	1	7	40	2	20	2	3	12	0	2	m	4	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0
44	0	12	63	3	31	3	3	14	0	2	f	3	0	1	0	0	0	0	0	1	1	1	0	1	0	1	1
28	0	1	26	2	14	1	3	0	0	1	m	3	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1
52	1	3	172	4	87	3	1	32	0	3	f	2	1	0	1	0	0	1	0	1	1	1	0	0	0	0	0
21	1	2	19	1	9	1	3	0	0	1	f	3	1	1	1	1	1	0	1	1	1	1	0	1	0	0	1
36	1	4	43	2	22	2	2	4	0	1	f	3	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1
56	0	18	28	2	14	1	1	13	0	2	m	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1
58	1	8	17	1	9	1	3	2	0	1	f	2	0	0	1	0	0	0	0	1	1	1	0	0	0	1	1
52	1	25	103	4	51	3	3	13	0	2	f	2	0	1	1	0	0	0	1	1	1	1	0	1	0	0	1
43	0	20	47	2	24	2	3	0	0	1	m	2	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1
49	1	3	361	4	72	3	2	27	0	3	m	2	1	1	0	0	1	1	1	1	1	1	1	0	1	0	1
56	1	30	65	3	32	3	3	2	0	1	m	2	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1
59	1	13	17	1	8	1	5	6	1	2	m	3	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1
52	0	5	34	2	17	2	4	3	0	1	m	1	1	1	0	0	1	0	0	1	0	1	0	1	1	1	1
27	1	3	95	4	45	3	4	1	0	1	m	2	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1
34	1	15	53	3	26	2	3	9	0	2	f	4	1	0	1	0	0	0	1	1	1	1	0	1	0	1	1
63	0	23	129	4	65	3	1	34	0	3	f	1	0	0	1	1	0	1	1	1	1	1	0	0	0	0	1
32	1	7	48	2	23	2	4	6	0	2	f	5	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1
32	1	4	67	3	34	3	4	7	0	2	f	3	1	0	1	0	0	1	0	1	1	1	1	1	0	1	1
45	1	2	130	4	65	3	4	21	0	3	m	4	1	1	1	1	0	0	0	1	1	1	0	1	1	0	1
28	1	3	19	1	10	1	2	2	0	1	m	2	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1
39	0	1	44	2	22	2	1	22	0	3	f	4	0	0	1	0	0	1	0	1	1	1	1	0	0	1	0
66	0	39	37	2	19	2	2	26	1	3	f	1	1	1	1	1	0	1	0	1	1	1	0	1	0	0	1
39	1	10	111	4	56	3	1	22	0	3	m	2	0	0	0	1	0	0	0	1	1	1	0	1	0	0	1
41	0	0	143	4	71	3	3	15	0	3	m	1	0	1	0	1	0	1	1	1	1	1	0	0	1	0	1
47	0	8	43	2	22	2	4	6	0	2	m	2	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0
26	1	2	18	1	9	1	1	2	0	1	f	3	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1
34	1	13	52	3	26	2	1	15	0	3	f	3	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0
24	1	0	28	2	14	1	3	1	0	1	m	4	1	1	0	0	1	0	1	1	1	1	0	1	1	1	1
37	1	5	26	2	13	1	3	12	0	2	f	3	0	1	0	0	1	0	0	1	0	1	0	1	0	1	1
39	0	2	55	3	27	2	3	7	0	2	f	1	0	1	0	0	1	0	0	1	1	1	0	0	0	1	1
67	0	40	14	1	7	1	2	9	1	2	f	1	0	0	1	0	0	1	1	1	1	1	0	0	0	0	1
41	1	10	53	3	26	2	3	15	0	3	f	5	1	1	0	0	0	0	1	1	1	1	0	0	0	1	1
44	1	20	127	4	65	3	4	13	0	2	f	4	1	0	1	0	0	1	1	1	1	1	0	0	0	0	0
30	0	7	25	2	13	1	3	5	0	2	f	1	0	0	0	1	0	0	1	1	1	1	0	0	0	0	1
41	0	18	28	2	14	1	1	0	0	1	m	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1
36	0	13	66	3	33	3	3	7	0	2	m	1	1	0	0	0	0	1	1	1	1	1	0	0	1	1	1
54	0	23	78	4	40	3	3	10	0	2	f	1	0	1	0	1	9	1	0	1	1	1	0	1	1	0	1
38	0	6	38	2	20	2	1	0	0	1	f	3	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1
35	0	5	114	4	56	3	4	11	0	2	m	1	1	0	1	1	0	1	1	1	1	1	0	0	1	1	1
38	1	10	37	2	19	2	2	7	0	2	f	10	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1
36	1	11	172	4	85	3	4	9	0	2	f	2	1	0	0	0	0	0	1	1	1	1	0	1	0	1	1
29	0	5	43	2	21	2	4	4	0	1	m	1	1	0	0	0	1	1	0	1	1	1	0	1	0	1	1
30	1	5	33	2	16	2	2	5	0	2	f	5	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1
40	1	9	43	2	21	2	2	12	0	2	f	4	1	1	0	0	0	0	1	1	1	1	0	1	1	0	1
39	0	5	141	4	70	3	5	13	0	2	m	1	1	1	0	0	1	0	0	1	1	1	0	1	1	0	1
42	0	17	77	4	39	3	4	6	0	2	m	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1
44	1	13	54	3	27	2	3	12	0	2	f	2	0	1	0	1	0	0	0	1	1	1	0	0	0	0	1
38	1	13	33	2	16	2	1	7	0	2	m	2	0	1	1	0	0	1	1	1	1	1	0	0	0	0	1
54	0	25	183	4	92	3	2	32	0	3	m	1	0	1	0	0	0	0	0	1	1	1	0	0	0	1	1
41	1	18	51	3	26	2	2	18	0	3	f	5	1	1	0	1	0	0	1	1	1	1	0	1	0	0	1
29	0	0	75	4	38	3	2	8	0	2	m	1	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1
35	0	5	24	1	12	1	1	7	0	2	m	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1
57	0	35	74	3	37	3	2	16	0	3	f	1	0	1	1	0	8	0	0	1	1	1	0	0	0	0	1
25	0	2	31	2	16	2	4	0	0	1	f	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
61	1	31	48	2	24	2	2	7	0	2	f	2	1	1	1	0	0	1	0	1	1	1	1	1	0	0	1
33	0	10	41	2	20	2	4	5	0	2	m	1	1	1	0	0	0	1	1	1	1	1	0	1	0	1	1
49	1	16	23	1	11	1	3	9	0	2	m	3	1	1	0	0	0	0	0	1	1	1	1	0	1	1	0
35	1	13	55	3	28	2	4	11	0	2	m	2	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1
46	0	22	177	4	87	3	4	23	0	3	f	1	0	1	0	0	0	0	0	1	1	1	0	1	0	0	1
45	1	22	197	4	96	3	3	23	0	3	m	2	1	1	1	1	0	0	0	1	1	1	1	1	1	0	1
43	0	9	63	3	31	3	1	8	0	2	m	1	0	0	0	0	0	1	0	1	1	1	0	1	0	1	1
21	0	1	17	1	8	1	3	0	0	1	f	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1
39	0	18	33	2	17	2	2	1	0	1	f	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1
24	1	2	26	2	13	1	2	1	0	1	f	5	1	0	1	0	0	1	1	1	1	1	0	0	0	0	0
41	0	22	178	4	88	3	2	19	0	3	m	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0	1
31	1	8	55	3	29	2	4	5	0	2	m	4	1	0	1	0	0	0	1	1	1	1	1	1	0	0	1
38	1	3	151	4	76	3	3	12	0	2	m	2	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1
46	1	22	46	2	23	2	2	18	0	3	m	7	0	1	1	0	0	1	0	1	1	1	0	1	1	0	1
33	1	0	42	2	21	2	1	10	0	2	f	3	0	0	1	0	0	1	1	1	1	1	0	0	0	1	1
24	1	3	35	2	17	2	4	0	0	1	f	4	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1
46	1	21	40	2	20	2	2	10	0	2	m	2	0	0	1	0	0	1	1	1	1	1	0	0	0	0	1
47	1	21	98	4	49	3	2	14	0	2	f	3	0	1	1	0	1	1	0	1	1	1	1	0	0	0	1
51	1	17	135	4	67	3	3	26	0	3	f	2	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1
45	1	0	41	2	21	2	2	8	0	2	f	2	0	0	0	0	1	0	1	1	1	1	0	1	0	1	1
25	0	2	32	2	16	2	3	2	0	1	m	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1
49	1	22	316	4	76	3	3	22	0	3	m	2	1	1	1	1	0	1	1	1	1	1	0	0	0	0	1
37	0	1	147	4	74	3	3	11	0	2	m	2	0	0	0	0	0	1	1	1	1	1	0	1	0	1	1
32	1	3	15	1	8	1	1	0	0	1	f	4	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1
70	0	3	9	1	4	1	3	0	1	1	m	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
36	0	8	31	2	16	2	2	9	0	2	f	2	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1
68	1	5	11	1	6	1	3	8	1	2	f	2	0	0	0	0	0	1	0	1	1	1	0	1	0	1	1
56	1	3	200	4	67	3	4	29	0	3	m	4	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
21	1	0	21	1	11	1	2	1	0	1	f	5	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1
62	0	41	100	4	49	3	2	14	0	2	m	1	0	0	1	1	0	0	0	1	1	1	0	1	0	0	1
43	1	17	35	2	18	2	1	17	0	3	f	2	1	1	1	0	0	0	1	1	1	1	0	0	0	0	1
48	0	5	40	2	20	2	4	8	0	2	m	1	1	0	0	0	1	0	1	1	1	1	0	0	0	1	1
25	1	4	33	2	16	2	3	1	0	1	m	3	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1
35	1	7	30	2	15	1	1	8	0	2	f	4	0	1	0	0	0	1	0	1	1	1	0	0	0	1	1
41	1	17	46	2	22	2	4	17	0	3	m	3	0	1	1	1	0	0	0	1	1	1	1	1	0	0	1
44	0	17	82	4	41	3	3	20	0	3	m	1	1	0	1	0	1	1	0	1	1	1	0	0	0	1	1
55	1	14	59	3	29	2	1	14	0	2	m	5	1	1	1	0	0	1	1	1	1	1	0	0	1	1	1
39	0	6	49	2	25	2	3	3	0	1	m	1	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1
44	1	25	103	4	51	3	3	17	0	3	f	4	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1
57	0	5	151	4	76	3	2	10	0	2	m	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1
35	0	0	44	2	23	2	1	13	0	2	f	2	0	0	0	0	0	1	1	1	1	1	0	0	0	1	1
62	1	40	462	4	79	3	1	42	0	3	m	2	0	1	1	1	0	0	0	1	1	1	0	0	0	0	1
30	0	3	38	2	19	2	2	6	0	2	m	1	0	0	0	0	0	1	1	1	0	1	0	0	0	1	1
34	0	1	47	2	24	2	2	7	0	2	m	2	0	0	1	0	0	1	0	1	1	1	1	1	0	1	0
41	0	20	107	4	53	3	2	18	0	3	m	5	1	1	1	0	0	0	0	1	1	1	1	1	0	0	1
66	1	47	15	1	7	1	1	28	1	3	m	2	0	1	1	1	0	1	0	1	1	1	0	0	0	0	1
47	1	20	119	4	60	3	2	18	0	3	f	3	0	0	0	0	0	1	0	1	1	1	0	0	0	1	1
38	0	3	18	1	9	1	2	3	0	1	f	1	0	0	0	0	1	0	0	1	1	1	0	1	0	1	1
36	1	12	67	3	33	3	1	1	0	1	m	3	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0
30	1	8	22	1	11	1	1	2	0	1	m	2	0	0	0	0	0	1	0	1	1	1	0	1	0	0	1
33	0	14	15	1	7	1	5	1	0	1	m	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1
58	0	3	11	1	5	1	2	3	1	1	m	3	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1
38	1	8	122	4	62	3	4	7	0	2	m	2	0	0	0	0	1	0	1	1	1	1	0	1	1	1	1
45	0	4	18	1	9	1	4	4	0	1	f	1	1	1	0	0	1	0	0	1	1	1	0	1	1	0	1
46	0	8	46	2	23	2	3	11	0	2	f	3	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1
60	1	30	30	2	15	2	4	8	0	2	m	4	1	1	1	0	0	1	1	1	1	1	1	1	0	0	1
36	0	14	52	3	26	2	3	9	0	2	m	1	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0
29	0	10	23	1	12	1	1	0	0	1	m	3	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1
27	1	4	23	1	11	1	2	6	0	2	f	3	0	1	1	0	1	0	0	1	1	1	1	1	0	1	1
51	0	0	63	3	32	3	3	7	0	2	m	1	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1
20	1	0	15	1	8	1	3	0	0	1	f	4	0	1	0	0	9	0	0	1	1	1	0	0	0	1	1
49	1	19	174	4	88	3	5	21	0	3	m	3	1	1	1	0	1	1	0	1	1	1	1	1	0	0	1
53	1	14	143	4	71	3	2	29	0	3	f	2	0	1	1	1	0	1	1	1	1	1	0	0	0	1	1
26	0	1	34	2	17	2	2	5	0	2	f	4	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1
32	1	7	58	3	29	2	4	6	0	2	f	3	1	1	0	0	1	0	0	1	1	1	1	1	0	1	1
41	0	1	67	3	34	3	4	12	0	2	m	1	0	1	0	0	0	1	0	1	1	1	0	1	0	1	1
35	1	1	36	2	18	2	2	3	0	1	f	2	0	0	1	0	0	1	1	1	1	1	0	0	0	1	1
33	1	0	48	2	23	2	2	5	0	2	m	4	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1
44	0	0	93	4	47	3	1	25	0	3	m	1	0	0	1	1	0	1	1	1	1	1	0	0	0	1	1
40	1	14	147	4	75	3	4	9	0	2	f	6	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
38	1	16	41	2	21	2	1	20	0	3	m	2	0	1	1	0	1	0	0	1	1	1	0	0	0	0	1
28	0	8	32	2	16	2	2	9	0	2	f	1	1	0	0	0	1	1	0	1	1	1	0	0	0	1	1
43	0	17	67	3	32	3	2	15	0	3	f	2	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1
57	0	4	311	4	64	3	3	33	0	3	m	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20	0	0	16	1	8	1	3	0	0	1	f	1	1	0	0	0	1	0	1	1	0	0	0	1	0	1	1
43	1	19	64	3	32	3	4	16	0	3	f	2	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1
61	1	5	57	3	28	2	2	11	0	2	f	2	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1
50	1	29	62	3	30	2	1	14	0	2	f	5	0	0	1	0	0	1	1	1	1	1	0	0	0	0	1
59	1	23	137	4	68	3	1	36	0	3	m	2	0	1	1	0	0	0	1	1	1	1	0	0	0	0	1
64	0	41	45	2	23	2	2	29	1	3	f	1	1	0	0	0	0	1	1	1	1	1	0	0	0	0	1
34	1	14	121	4	62	3	3	11	0	2	m	5	0	0	1	0	0	1	1	1	1	1	1	0	0	1	1
37	0	9	138	4	70	3	3	14	0	2	f	1	1	0	1	0	0	1	1	1	1	1	1	0	1	1	1
33	1	13	29	2	15	1	1	4	0	1	f	3	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1
48	0	27	261	4	74	3	4	22	0	3	m	3	0	0	0	0	9	1	0	1	1	1	0	0	0	0	1
28	0	6	24	1	12	1	2	1	0	1	m	2	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1
39	1	14	101	4	52	3	1	18	0	3	m	2	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1
32	1	10	29	2	15	1	4	2	0	1	f	5	0	0	1	0	0	0	0	1	1	1	0	0	0	1	1
37	1	4	59	3	30	3	3	8	0	2	f	3	1	1	1	0	1	0	0	1	1	1	0	1	0	1	1
21	0	0	19	1	10	1	3	0	0	1	f	3	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1
47	1	12	54	3	26	2	1	11	0	2	f	3	0	0	0	0	0	1	0	1	1	1	0	1	0	0	1
58	0	9	355	4	72	3	4	23	0	3	f	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1
25	0	5	32	2	17	2	3	3	0	1	f	3	0	0	0	0	0	0	1	1	1	1	0	1	0	1	1
38	0	14	43	2	20	2	2	3	0	1	f	3	0	1	0	0	0	0	0	1	1	1	0	0	0	1	1
67	1	4	707	4	77	3	1	50	0	3	m	4	0	1	1	1	0	1	1	1	1	1	0	0	0	0	1
52	1	15	212	4	70	3	2	27	0	3	m	2	1	1	0	0	1	1	1	1	1	1	1	0	1	0	1
54	0	5	17	1	9	1	1	0	0	1	m	2	0	0	0	1	1	0	1	1	1	1	0	1	0	0	0
56	1	21	201	4	76	3	2	33	0	3	m	2	0	1	1	0	0	0	0	1	1	1	0	1	0	1	1
38	1	16	67	3	34	3	4	14	0	2	m	2	1	1	0	0	1	0	0	1	1	1	0	1	0	0	1
30	0	0	81	4	40	3	5	0	0	1	f	1	0	1	0	0	9	0	0	1	1	1	0	1	0	1	1
53	0	14	220	4	70	3	5	25	0	3	f	1	1	1	0	0	0	1	1	1	1	1	0	1	1	1	1
57	1	27	25	2	12	1	4	6	1	2	m	2	0	1	1	0	0	1	1	1	1	1	0	1	1	0	1
25	0	5	68	3	32	3	4	2	0	1	m	1	0	1	1	0	0	0	0	1	1	1	0	1	0	1	1
29	1	2	28	2	14	1	3	3	0	1	f	3	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1
43	1	7	27	2	14	1	1	6	0	2	f	2	0	0	1	0	0	0	0	1	1	1	0	0	0	1	1
51	0	10	147	4	74	3	4	23	0	3	f	1	0	1	0	0	0	0	0	1	1	1	0	1	0	1	1
58	1	33	19	1	9	1	5	11	1	2	m	3	0	1	1	0	0	1	0	1	1	1	0	0	0	0	1
50	0	28	52	3	26	2	4	3	0	1	f	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1
52	0	1	118	4	58	3	3	13	0	2	f	1	0	1	0	0	0	1	0	1	1	1	0	1	0	0	1
32	1	13	39	2	19	2	2	8	0	2	m	5	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0
26	0	3	52	3	25	2	5	0	0	1	m	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1
21	1	0	13	1	7	1	3	0	0	1	f	4	1	1	0	0	1	1	0	0	1	0	0	1	0	1	1
51	1	17	62	3	31	3	3	18	0	3	m	2	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1
51	0	17	72	3	35	3	2	18	0	3	f	1	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1
28	1	5	38	2	19	2	2	3	0	1	f	3	0	1	1	0	0	1	1	1	1	1	0	0	0	0	1
57	0	34	46	2	23	2	2	16	0	3	f	1	1	0	1	1	0	0	1	1	1	1	0	0	1	1	1
27	0	1	27	2	13	1	2	1	0	1	m	3	0	0	0	0	1	1	0	1	1	1	0	0	0	1	1
41	1	17	148	4	74	3	5	15	0	3	m	4	1	1	0	0	0	1	1	1	1	1	1	0	1	1	0
47	0	21	39	2	19	2	1	21	0	3	f	2	0	0	1	1	1	0	0	1	1	1	0	1	0	1	1
